dbn,schoolname,rr_s,rr_t,rr_p,N_s,N_t,N_p,nr_s,nr_t,nr_p,saf_p_11,com_p_11,eng_p_11,aca_p_11,saf_t_11,com_t_11,eng_t_11,aca_t_11,saf_s_11,com_s_11,eng_s_11,aca_s_11,saf_tot_11,com_tot_11,eng_tot_11,aca_tot_11
27Q197,P.S. 197 The Ocean School,97,85,64,62,39,290,64,46,452,8.4,7.8,7.8,8,5.3,5.9,6.5,6.8,7.1,6.5,7.9,8.2,6.9,6.7,7.4,7.7
27Q202,J.H.S. 202 Robert H. Goddard,94,97,93,1027,73,884,1089,75,951,7.9,7.3,7.2,7.8,6.6,6.9,7,7.5,6.4,6.1,6.6,7.5,6.9,6.7,6.9,7.6
27Q207,P.S. 207 Rockwood Park,96,88,84,196,63,457,204,72,545,8.4,7.3,7.3,8.1,8.3,7.4,7.5,8.3,7.3,6.7,7.9,8.3,8,7.1,7.6,8.2
27Q210,J.H.S. 210 Elizabeth Blackwell,94,59,36,1923,75,655,2047,127,1836,8.2,7.5,7.5,8,6.7,5.8,5.9,6.7,6.2,5.8,6.5,7.6,7.1,6.4,6.7,7.4
27Q215,P.S. 215 Lucretia Mott,78,74,38,372,0,49,501,8.5,8.1,7.8,8.2,6.5,5.9,6.2,6.7,7.5,7,7,7.5
27Q223,P.S. 223 Lyndon B. Johnson,72,87,39,475,0,54,544,8.5,7.9,7.9,8.3,6,5.7,6.7,7.2,7.3,6.8,7.3,7.8
27Q225,P.S. 225 Seaside,96,87,80,49,13,75,51,15,94,8.8,8.6,8.2,8.6,6.3,6.5,6.9,7.4,6.3,6,6,7.1,7.1,7,7,7.7
27Q226,J.H.S. 226 Virgil I. Grissom,91,95,52,1269,96,629,1400,101,1217,7.3,7.1,7.2,7.4,7.4,8.1,8.5,8.7,5.8,6.1,6.4,7.3,6.9,7.1,7.4,7.8
27Q232,P.S. 232 Lindenwood,100,79,56,260,52,426,261,66,759,9.1,8.4,8.2,8.7,7.8,7.1,6.8,8,7.7,7.7,7.9,8.7,8.2,7.7,7.6,8.5
27Q253,P.S. 253,100,83,48,333,0,45,399,9.1,8.4,8.5,8.9,8.1,7.5,8.1,8.3,8.6,8,8.3,8.6
27Q254,P.S. 254,92,97,46,476,0,50,493,9.4,8.8,8.9,9.2,9.7,9.5,9.8,9.8,9.5,9.2,9.3,9.5
27Q260,Frederick Douglass Academy VI High School,84,90,53,329,27,201,394,30,378,7.3,6.9,7,7.3,5.5,5.2,5.5,6.3,6,5.6,6.2,7.3,6.3,5.9,6.2,6.9
27Q262,Channel View School for Research,95,100,48,580,41,268,609,39,562,8.4,7.9,7.9,8.2,7.6,8.2,8.3,8.7,7.1,6.6,7.3,8.1,7.7,7.6,7.8,8.3
27Q273,P.S. 273,100,96,9,89,0,9,93,9.4,8.7,8.5,9.1,9,8.8,8.3,8.7,9.2,8.7,8.4,8.9
27Q282,Knowledge and Power Preparatory Academy VI,97,100,63,248,17,156,255,17,247,8.6,8,8,8.1,7.5,5.6,6.5,7.5,6.6,6.3,7.1,7.8,7.6,6.7,7.2,7.8
27Q302,"Queens High School for Information, Research, and",47,71,27,113,15,61,242,21,230,7.9,7.1,7.2,7.4,6.5,6.2,6.8,7.3,6.3,6.1,6.5,7.1,6.9,6.5,6.8,7.3
27Q306,New York City Academy for Discovery,96,71,22,200,0,23,282,9.2,8.5,8.3,8.7,8.6,8.3,8.4,9,8.9,8.4,8.3,8.9
27Q308,Robert H. Goddard High School of Communication Art,97,100,64,417,26,263,431,26,413,7.9,7.4,7.4,7.8,7.2,7.3,7.5,8,6.6,6,6.5,7.3,7.2,6.9,7.1,7.7
27Q309,Academy of Medical Technology: A College Board Sch,91,100,71,335,30,254,369,30,358,7.7,7.4,7.4,7.7,7.9,7.9,8.2,8.5,6.2,5.9,6.4,7.2,7.3,7.1,7.3,7.8
27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,100,73,29,213,0,28,292,9,8.7,8.7,8.9,8.5,8.5,8.9,8.8,8.8,8.6,8.8,8.9
27Q318,WATERSIDE SCHOOL FOR LEADERSHIP,98,100,78,125,11,97,127,11,124,8.8,8.3,8.1,8.5,7.2,6.9,6.3,7.3,8,7.6,8.2,8.8,8,7.6,7.5,8.2
27Q319,VILLAGE ACADEMY,86,100,73,135,16,110,157,15,151,8.8,8.2,8.2,8.3,8.5,8.9,8.9,9.1,7.8,7.1,8.2,8.5,8.4,8.1,8.4,8.7
27Q323,Scholars' Academy,96,94,77,929,44,697,967,47,902,8.9,8.2,8.1,8.5,8.2,7.8,7.5,8.6,7.9,7.3,7.8,8.3,8.3,7.7,7.8,8.5
27Q324,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAI,90,100,75,78,3,65,87,3,87,8.3,8.2,7.9,8,6.7,6.7,7.4,7,6.9,6.1,6.5,7,7.3,7,7.3,7.3
27Q333,Goldie Maple Academy,100,98,87,89,41,382,89,42,440,9.2,8.6,8.5,8.8,8.4,8.6,8.4,8.9,8.8,9.6,8.7,8.7,8.8,8.9,8.5,8.8
27Q400,August Martin High School,49,29,7,513,20,67,1040,68,996,7.4,7,6.9,7.2,5.4,6,6.1,6.2,5,5,5.4,6.4,5.6,5.8,6,6.5
27Q410,Beach Channel High School,46,33,3,414,18,21,905,54,823,5.8,6.7,6.9,7.1,5.8,6.5,7.1,7.7,5.2,5,5.8,6.3,5.6,5.9,6.5,7
27Q465,Far Rockaway High School,71,100,2,32,2,1,45,2,43,9.4,9.5,9.3,10,8.7,8.8,9.7,9.9,6.6,5,6.7,7.3,8,7.4,8.4,8.9
27Q475,Richmond Hill High School,49,84,10,1376,139,251,2805,165,2517,7.1,7.1,6.9,7.1,6.6,6.2,6.3,7.1,6,5.9,6.3,7,6.6,6.4,6.5,7.1
27Q480,John Adams High School,78,97,13,2422,194,368,3112,201,2861,7.3,7.3,7.1,7.2,7.3,6.8,7.4,7.7,6.2,5.6,6.3,7.1,6.9,6.6,7,7.3
27Q487,John Adams Yabc,94,100,55,136,21,73,144,21,132,9,8.6,8.4,8.7,8.9,8.7,9.1,9,8.1,6.8,7.8,8.5,8.7,8.1,8.4,8.7
27Q650,"High School for Construction Trades, Engineering a",83,100,39,737,56,338,892,56,856,8.4,7.7,7.8,8,7.1,6.2,7,7.9,6.6,6,6.3,7.3,7.3,6.6,7,7.7
28Q008,J.H.S. 008 Richard S. Grossley,68,74,46,455,45,284,669,61,624,7.7,7.4,7.4,7.4,6,6.2,7,7.2,5.6,5.8,6.3,7.2,6.4,6.5,6.9,7.3
28Q030,P.S. 030 Queens,68,51,34,229,0,50,445,8.6,8.4,8.1,8.6,6.9,5.7,6.1,7,7.7,7,7.1,7.8
28Q040,P.S. 040 Samuel Huntington,100,100,69,43,45,296,43,43,429,8.4,8,7.9,8.3,7.9,7.7,8.2,8.7,8.3,8.1,8.9,9.4,8.2,7.9,8.4,8.8
28Q048,P.S. 048 William Wordsworth,100,67,27,200,0,25,298,8.2,7.8,7.7,7.8,6.9,6.9,7.2,7.7,7.6,7.4,7.5,7.8
28Q050,P.S. 050 Talfourd Lawn Elementary School,97,70,45,93,43,302,96,61,673,8,7.7,7.7,8.1,6.1,6,6.7,7,6.2,5.7,6.9,7.8,6.7,6.5,7.1,7.6
28Q054,P.S. 054 Hillside,81,46,34,205,0,42,446,8.7,7.9,7.8,8.2,7.5,6.1,6.5,6.9,8.1,7,7.1,7.5
28Q055,P.S. 055 Maure,100,51,38,68,26,199,68,51,525,8.8,7.8,7.8,8.3,7.6,6,6.4,6.6,7.9,7.1,8,8.2,8.1,7,7.4,7.7
28Q072,Catherine & Count Basie Middle School 72,93,80,50,666,53,339,719,66,673,7.9,7.6,7.6,7.8,6.1,7,7.4,7.8,5.6,5.5,6.3,7.2,6.5,6.7,7.1,7.6
28Q080,P.S. 080 Thurgood Marshall Magnet,100,84,49,409,0,49,489,8.5,7.9,8,8,7.8,7.7,8,8.2,8.2,7.8,8,8.1
28Q082,P.S. 082 Hammond,57,59,25,296,0,44,505,8.9,8,8,8.3,7.5,5.9,6.2,6.6,8.2,6.9,7.1,7.5
28Q086,P.S. Q086,100,70,39,207,44,338,207,63,856,8.7,7.8,7.8,8,5.8,4.9,5.7,6.3,7.2,6.5,7.4,7.9,7.2,6.4,7,7.4
28Q099,P.S. 099 Kew Gardens,100,67,30,85,35,192,85,52,634,8.7,7.4,7.6,7.7,8.8,8,8.1,8.9,6.9,6.1,7.4,8.2,8.1,7.2,7.7,8.2
28Q101,P.S. 101 School in the Gardens,100,100,97,50,41,501,50,41,516,8.5,7.7,7.7,7.8,8.4,8.1,8.5,8.8,7.5,7,7.7,8,8.1,7.6,8,8.2
28Q117,P.S. 117 J. Keld / Briarwood School,91,95,74,158,77,718,174,81,973,8.6,7.9,7.8,8.1,7.2,6.5,6.7,7.6,7.3,6.6,7.4,7.8,7.7,7,7.3,7.8
28Q121,P.S. 121 Queens,96,84,85,129,64,625,135,76,739,8.6,7.9,7.8,8.5,8.8,8.3,8.6,9,7.3,6.1,7.8,8.4,8.2,7.4,8.1,8.7
28Q139,P.S. 139 Rego Park,100,98,95,91,57,722,91,58,757,8.8,8.3,8,8.3,6.6,5.5,6.1,7.4,7,6.5,7.7,8.1,7.5,6.7,7.3,8
28Q140,P.S. 140 Edward K Ellington,92,90,64,69,45,347,75,50,540,8.3,7.9,7.7,8.3,6.1,6.9,6.9,7.5,6.4,6.4,7.3,8,7,7.1,7.3,7.9
28Q144,P.S. 144 Col Jeromus Remsen,84,81,80,26,44,426,31,54,533,8.7,7.8,7.9,7.9,9,8.2,8.8,9.1,7.4,6.6,7.2,8,8.4,7.5,8,8.3
28Q157,J.H.S. 157 Stephen A. Halsey,92,88,40,978,70,399,1068,80,988,8.2,7.5,7.4,7.6,8.1,7.4,7.5,8.5,6.9,6.5,7.1,7.4,7.7,7.1,7.4,7.8
28Q160,P.S. 160 Walter Francis Bishop,90,79,31,82,45,183,91,57,596,8.3,7.8,7.6,8,6.3,6.7,7.2,7.4,6.4,6.1,7.4,7.9,7,6.9,7.4,7.8
28Q161,P.S. 161 Arthur Ashe School,95,85,58,89,52,354,94,61,608,9,8.1,8.1,8.6,9.2,8.4,8.9,9.4,8.2,7.3,8.2,8.4,8.8,7.9,8.4,8.8
28Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,89,59,57,200,10,122,224,17,215,9.1,8.4,8.3,8.6,9.1,8.6,9.2,9.3,7.9,7.4,7.6,8.2,8.7,8.1,8.4,8.7
28Q174,P.S. 174 William Sidney Mount,96,67,65,51,29,341,53,43,521,8.6,7.9,7.8,7.9,7.6,5.9,7.1,7.9,7.6,6.5,7.3,7.9,7.9,6.8,7.4,7.9
28Q175,P.S. 175 The Lynn Gross Discovery School,81,57,35,332,0,43,585,8.5,7.3,7.2,7.7,8.2,8.2,7.9,8.6,8.3,7.8,7.6,8.2
28Q182,P.S. 182 Samantha Smith,76,49,44,389,0,58,802,8.7,7.9,7.7,8,7.4,6.2,6.7,7.5,8,7.1,7.2,7.7
28Q190,J.H.S. 190 Russell Sage,99,89,58,807,50,448,818,56,774,7.7,6.8,7,7.4,6.3,5.6,6.2,6.8,6.2,5.4,6.4,7.1,6.7,5.9,6.5,7.1
28Q196,P.S. 196 Grand Central Parkway,97,64,36,334,0,37,521,8.8,8.2,8.1,8.2,8.4,8.3,8.3,9,8.6,8.3,8.2,8.6
28Q206,P.S. 206 The Horace Harding School,71,46,30,239,0,42,520,8.5,7.5,7.4,7.6,6.4,4.4,4.7,5.6,7.4,6,6.1,6.6
28Q217,J.H.S. 217 Robert A. Van Wyck,79,81,48,1072,73,608,1352,90,1269,7.7,7.1,7.2,7.7,6.1,6.8,7.5,7.5,6.2,5.8,6.6,7.4,6.7,6.6,7.1,7.6
28Q220,P.S. 220 Edward Mandel,64,47,29,225,0,45,477,8.8,7.9,7.7,8.1,7.2,6,6.6,7.3,8,7,7.2,7.7
28Q284,York Early College Academy,99,88,39,394,23,144,398,26,369,8.3,8,7.5,8.2,7.3,7.2,7.2,8.1,6.6,6.2,6.8,7.8,7.4,7.2,7.2,8
28Q303,The Academy for Excellence through the Arts,100,88,13,135,0,13,153,9.5,8.5,8.5,9,10,9.5,10,9.8,9.7,9,9.2,9.4
28Q310,Queens Collegiate: A College Board School,74,78,37,229,18,110,309,23,301,8.2,8.1,7.7,8.1,7.5,8.1,8.1,8.5,6.9,6.4,7.2,7.6,7.5,7.5,7.7,8.1
28Q325,HILLSIDE ARTS & LETTERS ACADEMY,97,100,33,87,9,29,90,9,88,8.2,7.9,7.5,8.2,8,8.2,8.1,8.9,6.4,6.2,6.5,7.4,7.6,7.4,7.4,8.2
28Q328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,83,86,32,69,6,26,83,7,82,8.4,8.1,7.8,8.1,7.4,7.3,7.7,8.3,6.7,6.5,7.1,7.5,7.5,7.3,7.5,8
28Q338,Queens Satellite High School for Opportunity,58,80,12,113,8,23,195,10,191,8.4,7.5,7.2,8,7.4,5.8,5.5,6.3,6.9,5.9,6.6,7.3,7.6,6.4,6.4,7.2
28Q440,Forest Hills High School,78,85,13,2967,166,477,3820,195,3601,7.7,6.9,7.2,7.4,8.1,8.1,8.4,8.5,6.7,5.8,6.6,7.4,7.5,6.9,7.4,7.8
28Q470,Jamaica High School,75,42,22,771,27,209,1028,65,970,7.4,6.7,6.8,7.1,7.3,5.3,5.5,6.5,6.2,5.4,5.9,6.7,7,5.8,6.1,6.8
28Q505,Hillcrest High School,54,83,37,1668,143,1077,3088,172,2944,8.4,8.2,8.2,8.6,8.4,8.5,8.6,8.8,7,7,7.4,8,7.9,7.9,8.1,8.5
28Q620,Thomas A. Edison Career and Technical Education Hi,92,98,49,2119,127,1078,2309,129,2214,7.8,7.6,7.7,7.7,7.7,7.8,7.8,8.4,6.7,5.7,6.5,7.3,7.4,7,7.3,7.8
28Q680,Queens Gateway to Health Sciences Secondary School,95,53,34,598,17,201,628,32,597,8.7,7.7,7.5,7.9,8,5.6,5.2,7,6.9,5.7,6.2,7.6,7.9,6.3,6.3,7.5
28Q686,QUEENS METROPOLITAN HIGH SCHOOL,81,81,33,328,22,131,405,27,401,8.2,7.3,7.4,7.1,6.4,6,6.7,6.9,6.2,6.1,6.4,6.9,6.9,6.5,6.8,7
28Q687,Queens High School for the Sciences at York Colle,99,96,62,399,26,247,405,27,401,8.6,7.7,7.5,7.9,7.4,6.7,7.1,7.9,7.2,6.5,6.8,7.9,7.7,6.9,7.1,7.9
28Q690,High School for Law Enforcement and Public Safety,68,93,30,345,27,144,510,29,488,7.6,7,7,7.2,7.6,7.3,8.1,8.2,6.1,5.6,6.1,6.8,7.1,6.7,7,7.4
28Q896,"Young Women's Leadership School, Queens",99,86,79,464,24,351,471,28,442,8.2,7.1,7,7.3,7.2,5.1,5.7,6.5,6.2,5.7,6.3,7.3,7.2,6,6.3,7
29Q015,P.S. 015 Jackie Robinson,80,93,24,285,0,30,307,8.9,7.9,7.9,7.9,8.2,7.3,6.9,7.7,8.5,7.6,7.4,7.8
29Q033,P.S. 033 Edward M. Funk,87,71,54,559,0,62,792,8.8,8,7.6,8.3,8.7,8,8.3,8.3,8.8,8,8,8.3
29Q034,P.S. 034 John Harvard,56,20,22,77,0,39,376,8.5,8.1,7.9,8.7,7,6.7,6.2,7.2,7.7,7.4,7.1,8
29Q035,P.S. 035 Nathaniel Woodhull,70,43,30,216,0,43,498,8.5,8,7.6,8.3,5.6,3.7,4.5,5.4,7.1,5.8,6,6.8
29Q036,P.S. 036 Saint Albans School,100,74,31,266,0,31,360,8.6,8,7.7,8.3,7.3,6.5,6.9,7.2,8,7.3,7.3,7.8
29Q037,Cynthia Jenkins School,73,76,30,355,0,41,467,8.6,8.1,8.1,8.4,6.6,7.1,7.4,7.6,7.6,7.6,7.7,8
29Q038,P.S. 038 Rosedale,89,72,17,144,0,19,200,9.1,8.4,8,8.5,8.9,8.7,9,9,9,8.6,8.5,8.7
29Q052,P.S. 052 Queens,76,71,31,269,0,41,379,8.3,7.8,7.4,8.1,7.2,7.1,7.6,8.1,7.7,7.4,7.5,8.1
29Q059,I.S. 059 Springfield Gardens,92,47,22,641,22,143,694,47,636,6.9,6.9,6.8,6.9,4.9,4.7,4.8,5.3,5.2,5.3,6,7.1,5.7,5.7,5.9,6.4
29Q095,P.S. 095 Eastwood,68,81,59,890,0,87,1097,9.2,8.6,8.4,8.9,7.2,6,6,6.8,8.2,7.3,7.2,7.9
29Q109,Jean Nuzzi Intermediate School,92,97,22,1002,64,217,1093,66,981,7.8,7.2,7.1,7.6,6.8,6.4,6.7,7.5,5.7,5.6,6.1,7.3,6.8,6.4,6.7,7.5
29Q116,PS/IS 116 William C. Hughley,99,94,49,198,58,298,199,62,613,8.1,7.6,7.7,7.9,6.9,6.9,7.2,7.5,6.4,6,7,7.7,7.1,6.8,7.3,7.7
29Q118,P.S. 118 Lorraine Hansberry,76,38,42,189,0,55,501,7.8,7.5,7.2,8,5.9,4.3,4.9,5.2,6.8,5.9,6.1,6.6
29Q131,P.S. 131 Abigail Adams,100,62,51,387,0,51,620,8.9,8.1,8,8.4,8.5,7.7,8.1,8.5,8.7,7.9,8,8.5
29Q132,P.S. 132 Ralph Bunche,42,37,11,128,0,26,342,8.5,7.7,7.4,8.1,6.9,6.7,7.1,7.8,7.7,7.2,7.3,8
29Q134,P.S. 134 Hollis,96,38,46,150,0,48,392,8.7,8.2,8.1,8.3,7.3,7.2,7.3,7.9,8,7.7,7.7,8.1
29Q135,The Bellaire School,73,29,55,256,0,75,875,8.7,7.8,7.8,8.1,7.3,6,6.3,6.9,8,6.9,7,7.5
29Q136,P.S. 136 Roy Wilkins,100,89,48,455,0,48,511,7.8,7.2,7.3,7.4,6.1,6.3,6.5,7.3,7,6.8,6.9,7.4
29Q138,P.S. 138 Sunrise,93,51,73,338,32,487,364,63,665,8,7.4,7.3,7.7,5.7,5,5.7,6.1,5.7,5.8,6.3,7.4,6.5,6,6.4,7.1
29Q147,PS/MS 147 Ronald McNair,97,71,60,255,37,343,264,52,569,7.7,7.1,7.2,7.4,7.3,7,7.8,8.1,6.6,6.4,7.1,7.9,7.2,6.9,7.4,7.8
29Q156,P.S. 156 Laurelton,99,65,51,275,36,267,279,55,522,7.6,7.4,7.2,7.7,5.8,6.4,6.6,7.1,5.5,5.6,6.1,7.2,6.3,6.5,6.6,7.3
29Q176,P.S. 176 Cambria Heights,94,61,44,381,0,47,621,8.9,8.3,8,8.6,7.6,7.8,7.6,8.1,8.2,8,7.8,8.4
29Q181,P.S. 181 Brookfield,77,67,24,226,0,31,338,8.7,8,7.8,8,6.5,6.1,6.8,7,7.6,7.1,7.3,7.5
29Q192,I.S. 192 The Linden,82,70,82,583,37,548,711,53,665,7.7,7.2,8,7.1,7.9,7.9,8.3,8.8,8,8.3,8.5,8.8,7.9,7.8,8.3,8.2
29Q195,P.S. 195 William Haberle,98,100,47,612,0,48,542,9,8.4,8.1,8.1,7.2,7.6,7.6,7.8,8.1,8,7.8,8
29Q208,P.S. / I.S. 208,96,96,72,253,49,422,263,51,588,8.6,7.7,7.7,8,7.9,7.5,7.5,8.1,7.5,6.7,7.8,8.3,8,7.3,7.7,8.1
29Q231,I.S. 231 Magnetech 2000,89,73,14,810,45,115,914,62,822,7.5,7.1,7.1,7.4,6.4,7.2,7.5,7.9,5.8,5.4,6.6,7.4,6.6,6.6,7.1,7.6
29Q238,I.S. 238 Susan B Anthony,89,62,15,1382,62,213,1559,100,1428,8,7.4,7.5,7.5,7.5,7.5,8,8.4,6.5,5.9,6.9,7.8,7.3,6.9,7.5,7.9
29Q248,Queens Preparatory Academy,42,78,13,162,18,49,383,23,371,7.7,7.7,7.7,8,5.7,6.2,6.7,6.8,6.1,6.1,6.7,7.4,6.5,6.7,7,7.4
29Q251,P.S. 251 Queens,100,70,27,215,0,27,305,8.9,8.3,8.1,8.4,6.9,6.1,6.7,7,7.9,7.2,7.4,7.7
29Q259,Pathways College Preparatory School: A College Boa,73,76,42,387,25,200,530,33,480,7.9,7.3,7.3,7.5,6,4.1,4.6,5.7,5.3,5.7,6.3,7.1,6.4,5.7,6.1,6.8
29Q265,Excelsior Preparatory High School,80,92,26,354,24,112,445,26,431,7.5,6.9,6.8,7.3,7.4,7.7,7.9,8.4,5.7,5.7,6.2,7.1,6.9,6.7,7,7.6
29Q268,PS/IS 268,92,90,48,179,38,216,195,42,452,8.4,7.8,7.9,8,6.2,5.3,5.8,6.5,5.8,5.5,6.2,7.4,6.8,6.2,6.6,7.3
29Q270,The Gordon Parks School,100,95,52,273,41,279,274,43,539,8.7,7.7,7.6,8,8,8.5,8.6,8.7,6.4,6,7,7.9,7.7,7.4,7.7,8.2
29Q272,George Washington Carver High School for the Scien,86,100,32,374,26,138,435,26,428,7.8,7.3,7.3,7.7,7.2,7.7,7.8,7.9,5.9,5.5,6.2,7.1,7,6.8,7.1,7.6
29Q283,Preparatory Academy for Writers: A College Board S,83,100,18,335,27,66,403,27,373,8.1,7.6,7.5,7.7,7.9,8.5,7.9,8.4,7,7.2,7.2,7.9,7.6,7.8,7.5,8
29Q295,P.S./I.S. 295,100,97,55,184,29,238,184,30,435,8.9,8.3,8.1,8.5,7.4,5.5,6,6.9,7.4,6.6,7.4,8.1,7.9,6.8,7.1,7.8
29Q326,CAMBRIA HEIGHTS ACADEMY,95,100,93,70,7,67,74,7,72,8.7,8.1,7.7,7.9,8.6,8.5,9.1,9.3,7.1,6.8,7.3,7.8,8.1,7.8,8.1,8.3
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,98,88,31,83,7,26,85,8,83,7.7,7.8,7.8,7.4,8,8.6,7.6,7.4,7,7.3,7.7,8,7.6,7.9,7.7,7.6
29Q492,"Mathematics, Science Research and Technology Magne",87,87,74,354,20,291,408,23,391,7.6,7.2,7.3,7.3,6.2,5,5.2,5.7,6,5.5,6.1,6.9,6.6,5.9,6.2,6.7
29Q494,"Law, Government and Community Service High School",77,100,24,304,22,95,396,22,388,7,6.8,6.7,7.2,7.7,8.2,8.3,8.6,5.3,5.2,5.4,6.4,6.7,6.7,6.8,7.4
29Q496,"Business, Computer Applications & Entrepreneurship",85,100,48,296,19,161,348,19,334,7.5,7.4,7.3,7.5,8.7,8.7,8.9,9.1,5.7,5.7,6.1,6.9,7.3,7.3,7.4,7.8
29Q498,Humanities & Arts Magnet High School,75,92,60,320,24,249,428,26,413,6.8,6.8,7,7.1,7.4,7.6,8.1,8.4,5.5,5.2,5.9,6.7,6.6,6.5,7,7.4
30Q002,P.S. 002 Alfred Zimberg,98,93,46,500,0,47,538,8.8,7.9,7.8,8.1,8.5,7.2,7.7,8.3,8.6,7.5,7.7,8.2
30Q010,I.S. 010 Horace Greeley,94,98,80,885,63,705,938,64,882,8.4,7.2,7.2,7.7,8.7,7.6,7.7,8.3,7.2,5.9,6.9,7.8,8.1,6.9,7.3,8
30Q011,P.S. 011 Kathryn Phelan,86,80,57,146,64,602,170,80,1061,8.9,8.2,8,8.3,8.5,8,8.5,8.8,7.7,6.7,7.9,8.1,8.4,7.6,8.1,8.4
30Q017,P.S. 017 Henry David Thoreau,79,92,37,467,0,47,510,8.6,7.7,7.6,7.8,7,5.7,6.1,6.4,7.8,6.7,6.9,7.1
30Q069,P.S. 069 Jackson Heights,96,81,82,842,0,85,1038,8.9,8.1,8,8.3,7.8,6.7,7,7.8,8.4,7.4,7.5,8
30Q070,P.S. 070 Queens,76,59,55,533,0,72,906,8.6,7.7,7.6,8.1,7.2,5.8,5.7,6.8,7.9,6.7,6.7,7.5
30Q076,P.S. 076 William Hallet,65,23,44,112,0,68,486,8.5,7.7,7.7,7.8,7,6.2,6.5,7,7.7,7,7.1,7.4
30Q078,P.S. 078,78,54,18,109,0,23,201,9.1,8.3,8.1,8.5,9.1,7.9,8.6,9,9.1,8.1,8.4,8.7
30Q084,P.S. 084 Steinway,97,91,92,72,32,307,74,35,335,8.8,8,8,8.3,7.3,6.5,6.7,7.3,7.9,7.1,7.7,8,8,7.2,7.5,7.9
30Q085,P.S. 085 Judge Charles Vallone,82,93,32,434,0,39,467,8.6,7.6,7.6,7.9,8.2,7.2,7.9,8.3,8.4,7.4,7.8,8.1
30Q092,P.S. 092 Harry T. Stewart Sr.,82,87,53,625,0,65,715,9.1,8.2,8,8.4,8.1,6.8,7.6,7.8,8.6,7.5,7.8,8.1
30Q111,P.S. 111 Jacob Blackwell,99,100,77,99,46,275,100,46,356,8.3,7.7,7.6,8,7.1,7.3,7.6,8.2,6.4,6.8,7.5,8,7.3,7.2,7.6,8.1
30Q112,P.S. 112 Dutch Kills,67,75,28,324,0,42,431,8.7,8,7.9,8.1,7,5.7,6.8,7.4,7.8,6.9,7.3,7.7
30Q122,P.S. 122 Mamie Fay,99,93,93,280,81,1100,284,87,1178,8.5,7.5,7.7,8,7.1,6.4,6.6,7.3,7.4,6.5,7.3,8.2,7.7,6.8,7.2,7.8
30Q126,Albert Shanker School for Visual and Performing Ar,86,94,31,504,48,170,583,51,544,7.5,7.3,7.5,7.5,6.3,6.5,6.9,7.4,6.2,6.2,6.9,7.7,6.7,6.7,7.1,7.5
30Q127,P.S. 127 Aerospace Science Magne,92,61,35,303,58,353,331,95,1005,8.3,7.8,7.7,8.1,5.6,3.8,4.4,5.4,6,5.8,7,7.4,6.7,5.8,6.3,7
30Q141,I.S. 141 The Steinway,95,80,97,952,55,916,1005,69,940,8.4,7.6,7.5,7.9,8.5,7.5,7.9,8.5,7,6.4,7,8.1,8,7.2,7.5,8.2
30Q145,I.S. 145 Joseph Pulitzer,95,93,69,1912,129,1314,2006,138,1900,8.2,7.6,7.6,7.9,7.7,7.3,7.7,8.1,7.1,6.1,7.2,8,7.7,7,7.5,8
30Q148,P.S. 148 Queens,92,79,71,777,0,77,984,8.9,7.7,7.5,8.1,7.7,6.7,7.1,7.4,8.3,7.2,7.3,7.8
30Q149,P.S. 149 Christa Mcauliffe,100,91,84,882,0,84,974,9,8.4,8.1,8.6,7.8,7.7,7.5,8.4,8.4,8,7.8,8.5
30Q150,P.S. 150 Queens,98,85,57,123,79,589,125,93,1032,8.6,7.6,7.6,8,8.3,5.7,6.4,7.2,7.6,6.5,7.3,8.3,8.2,6.6,7.1,7.9
30Q151,P.S. 151 Mary D. Carter,91,56,42,271,0,46,483,8.3,7.4,7.4,7.5,6.1,4.9,5.9,6.5,7.2,6.2,6.6,7
30Q152,Q152 - P.S. 152 Gwendoline N. Alleyne School,100,59,56,48,47,604,48,80,1070,9.1,8.1,8.1,8.3,7.5,4.8,5.7,6.8,9.4,9.3,9.6,9.6,8.7,7.4,7.8,8.2
30Q166,P.S. 166 Henry Gradstein,46,36,33,333,0,71,922,8.7,7.9,7.8,8.1,7.3,6.9,7.2,7.7,8,7.4,7.5,7.9
30Q171,P.S. 171 Peter G. Van Alst,75,45,40,232,0,53,516,8.6,7.7,7.7,8.1,7.6,7,7.4,7.9,8.1,7.3,7.5,8
30Q204,I.S. 204 Oliver W. Holmes,96,84,47,661,48,301,685,57,647,8,7.6,7.6,7.8,6.1,5.7,6.1,6.7,6.2,6.1,6.7,7.4,6.8,6.4,6.8,7.3
30Q212,P.S. 212,91,87,49,563,0,54,649,9,8.2,8.1,8.3,8,6.7,7.4,8,8.5,7.4,7.8,8.1
30Q222,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,87,70,20,211,0,23,303,9.2,8.4,8.3,8.6,7.5,5.5,6.3,6.5,8.3,6.9,7.3,7.6
30Q227,I.S. 227 Louis Armstrong,95,91,74,1240,88,1026,1301,97,1394,8.5,7.6,7.6,8.1,7.6,6.7,7.2,8.1,7.2,6.7,7.4,8,7.8,7,7.4,8.1
